hotel_name,reg,state,types,cus_name,phone_no,emel,customer_rating,membership,payment_method,resv_status,meal,assgn_room,cus_seg,room_type,adult,(child),dis_channel,price,nights,package_,gross,disc,disc_amt,sales,dep,d_s,arrival_date,depature_date,ADR,Sales Person,pos,comm_pay,customer_review
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Lisa Schroeder,530076502207,Schroeder.Lisa@comcast.net,5,Gold,Online Transfer,Check0Out,HB,E,Individual,Deluxe Room,2,0,Direct,650,6,240,3.900,5%,195,3.945,300,Refunded,10/12/2024,16/12/2024,"111,15",Amy,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Kristin Roberts,697023402961,Kristin_Roberts56@protonmail.com,4,Gold,Credit Card,Check0Out,HB,E,Corporate,Single Room,1,0,Agoda,550,13,260,7.150,5%,358,7.053,300,Refunded,3/3/2024,16/3/2024,"134,73",Amy,Sales Executive,15,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Howard Williams,725066107321,Howard_W@outlook.com,5,Platinum,Credit Card,Check0Out,BB,F,Corporate,Single Room,1,0,Booking.com,550,14,280,7.700,10%,770,7.210,300,Refunded,2/8/2024,16/8/2024,"92,45",Kelly,Sales Executive,15,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Jennifer Murphy,704054000581,Murphy.Jennifer59@yandex.com,5,Gold,Cash,Check0Out,BB,A,Family,Single Room,1,2,Direct,550,5,300,2.750,5%,138,2.913,300,Refunded,14/4/2024,19/4/2024,"108,73",Amy,Sales Executive,15,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Joshua Delacruz,865038208535,JoshuaDelacruz@outlook.com,4,Platinum,Credit Card,Check0Out,BB,C,Corporate,Deluxe Room,3,0,Agoda,650,9,540,5.850,10%,585,5.805,300,Refunded,31/3/2024,9/4/2024,"73,8",Kelly,Sales Executive,20,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Colleen Murphy,338011101480,Colleen.Murphy@mail.com,4,Platinum,Online Transfer,Check0Out,BB,C,Corporate,Single Room,1,0,Direct,550,14,280,7.700,10%,770,7.210,300,Refunded,10/4/2024,24/4/2024,98,Amy,Sales Executive,15,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Rebecca Hebert,949013301514,RHebert34@zoho.com,5,Gold,Credit Card,Check0Out,BB,C,Corporate,Single Room,1,0,Booking.com,550,10,200,5.500,5%,275,5.425,300,Refunded,10/11/2024,20/11/2024,131,Amy,Sales Executive,15,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Robert Campbell,889073703353,RCampbell@verizon.com,5,N/A,Online Transfer,Check0Out,BB,E,Family,Royal Suite,3,3,Booking.com,1.800,7,840,12.600,0%,0,13.440,300,Refunded,5/2/2024,12/2/2024,123,Amy,Sales Executive,30,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Matthew Lang,717074605383,Lang_Matthew34@hotmail.com,5,Gold,Cash,Check0Out,BB,C,Corporate,Single Room,1,0,Booking.com,550,7,140,3.850,5%,193,3.798,300,Refunded,3/10/2024,10/10/2024,"94,71",Amy,Sales Executive,15,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,David Mcgee,476003409610,David_M@aol.com,5,Platinum,Online Transfer,Check0Out,BB,A,Individual,Deluxe Room,2,0,Agoda,650,2,80,1.300,10%,130,1.250,300,Refunded,8/9/2024,10/9/2024,123,Kelly,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Jill Key,660017509098,JillKey89@att.com,5,Gold,Credit Card,Check0Out,BB,A,Individual,Deluxe Room,2,0,Booking.com,650,5,200,3.250,5%,163,3.288,300,Refunded,25/7/2024,30/7/2024,123,Amy,Sales Executive,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Nicole Campbell,438079608267,NicoleCampbell26@zoho.com,5,Gold,Online Transfer,Check0Out,BB,A,Family,Deluxe Room,3,1,Agoda,650,9,720,5.850,5%,293,6.278,300,Refunded,15/12/2024,24/12/2024,"73,8",Amy,Sales Executive,20,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,James Hill,448016203076,Hill.James@mail.com,5,Platinum,Credit Card,Check0Out,BB,F,Corporate,Single Room,1,0,Booking.com,550,11,220,6.050,10%,605,5.665,300,Refunded,14/1/2024,25/1/2024,117,Leo,Sales Manager,15,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Daniel Richard,540049901735,Daniel_R@xfinity.com,4,Gold,Credit Card,Check0Out,HB,E,Corporate,Single Room,1,0,Booking.com,550,12,240,6.600,5%,330,6.510,300,Refunded,20/2/2024,3/3/2024,"196,54",Leo,Sales Manager,15,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Jacob Porter,432045604500,Porter_Jacob@verizon.com,2,Gold,Credit Card,Check0Out,BB,D,Individual,Single Room,2,0,Agoda,550,2,80,1.100,5%,55,1.125,300,Refunded,31/1/2024,2/2/2024,"99,3",Kelly,Sales Executive,15,Poor
"Lexis Suites, Penang",North,Penang,City Hotel,Susan Wilson,253053506431,Wilson_Susan@comcast.net,4,Gold,Cash,Check0Out,BB,E,Family,Deluxe Room,2,1,Booking.com,650,11,660,7.150,5%,358,7.453,300,Refunded,9/2/2024,20/2/2024,"90,95",Amy,Sales Executive,20,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Barbara Alvarez,358029406282,Barbara.A87@outlook.com,5,Platinum,Credit Card,Check0Out,BB,C,Corporate,Single Room,1,0,Booking.com,550,10,200,5.500,10%,550,5.150,300,Refunded,28/12/2024,7/1/2025,"92,67",Kelly,Sales Executive,15,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Noah Bowers,773038008502,NoahBowers@protonmail.com,4,Platinum,Credit Card,Check0Out,BB,D,Corporate,Single Room,1,0,Direct,550,11,220,6.050,10%,605,5.665,300,Refunded,4/12/2024,15/12/2024,"71,55",Amy,Sales Executive,15,Very Good
"Lexis Suites, Penang",North,Penang,City Hotel,Thomas Morales,952050604281,Morales.Thomas@att.com,4,Platinum,Cash,Check0Out,BB,F,Corporate,Single Room,1,0,Direct,550,10,200,5.500,10%,550,5.150,300,Refunded,5/3/2024,15/3/2024,"96,49",Leo,Sales Manager,15,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Christopher Wilson,189013707120,Christopher.Wilson@mail.com,5,Platinum,Credit Card,Check0Out,BB,C,Family,Deluxe Room,3,1,Direct,650,1,80,650,10%,65,665,300,Refunded,5/9/2024,6/9/2024,"85,8",Leo,Sales Manager,20,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Marcus Mitchell,496032000970,Marcus.Mitchell40@hotmail.com,3,Platinum,Credit Card,Check0Out,BB,E,Corporate,Deluxe Room,3,0,Booking.com,650,16,960,10.400,10%,1.040,10.320,300,Refunded,28/5/2024,13/6/2024,"96,3",Leo,Sales Manager,20,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Joshua Bailey,995064106241,JBailey29@aol.com,4,Gold,Online Transfer,Check0Out,BB,H,Corporate,Deluxe Room,3,0,Agoda,650,10,600,6.500,5%,325,6.775,300,Refunded,3/1/2024,13/1/2024,163,Kelly,Sales Executive,20,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Dennis Weaver,247014001235,DWeaver@yandex.com,4,Platinum,Cash,Check0Out,HB,D,Corporate,Single Room,1,0,Booking.com,550,16,320,8.800,10%,880,8.240,300,Refunded,13/11/2024,29/11/2024,172,Leo,Sales Manager,15,Very Good
"Lexis Suites, Penang",North,Penang,City Hotel,William Gordon,244015804067,WilliamGordon@xfinity.com,4,Gold,Cash,Check0Out,BB,A,Family,Single Room,1,2,Agoda,550,9,540,4.950,5%,248,5.243,300,Refunded,28/9/2024,7/10/2024,"110,7",Leo,Sales Manager,15,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Nicholas Acosta,879078601294,NAcosta52@gmail.com,5,Gold,Credit Card,Check0Out,BB,A,Corporate,Single Room,1,0,Booking.com,550,5,100,2.750,5%,138,2.713,300,Refunded,26/9/2024,1/10/2024,"58,95",Amy,Sales Executive,15,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Angel Smith,777006506700,Angel_S@zoho.com,4,Platinum,Credit Card,Check0Out,BB,A,Corporate,Deluxe Room,3,0,Agoda,650,15,900,9.750,10%,975,9.675,300,Refunded,22/10/2024,6/11/2024,"73,8",Leo,Sales Manager,20,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Rebecca Brooks,851050905189,Rebecca.Brooks84@yahoo.com,4,Platinum,Cash,Check0Out,BB,D,Individual,Deluxe Room,2,0,Agoda,650,12,480,7.800,10%,780,7.500,300,Refunded,30/1/2024,11/2/2024,97,Amy,Sales Executive,20,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,John Rojas,817084109453,John_R@gmail.com,4,Platinum,Credit Card,Check0Out,HB,F,Family,Deluxe Room,2,1,Agoda,650,9,540,5.850,10%,585,5.805,300,Refunded,9/4/2024,18/4/2024,139,Amy,Sales Executive,20,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Julie Rivera,375074601425,JulieRivera@verizon.com,3,Gold,Cash,Check0Out,BB,A,Corporate,Single Room,1,0,Agoda,550,1,20,550,5%,28,543,300,Refunded,11/1/2024,12/1/2024,"67,24",Kelly,Sales Executive,15,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Roberto Watson,219011309337,Watson.Roberto@xfinity.com,3,Platinum,Credit Card,Check0Out,BB,E,Individual,Deluxe Room,2,0,Booking.com,650,14,560,9.100,10%,910,8.750,300,Refunded,11/8/2024,25/8/2024,"116,5",Amy,Sales Executive,20,Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Joseph Yu,169089900305,Joseph_Yu48@aol.com,5,Platinum,Online Transfer,Check0Out,BB,E,Corporate,Single Room,1,0,Agoda,550,13,260,7.150,10%,715,6.695,300,Refunded,2/9/2024,15/9/2024,"96,3",Kelly,Sales Executive,15,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,George Campbell,341028503564,Campbell_George@zoho.com,4,Gold,Credit Card,Check0Out,BB,A,Family,Royal Suite,3,2,Booking.com,1.800,7,700,12.600,5%,630,12.670,300,Refunded,13/2/2024,20/2/2024,123,Kelly,Sales Executive,30,Very Good
"Lexis Suites, Penang",North,Penang,City Hotel,Edwin Norton,203019201183,Edwin_Norton@aol.com,4,Gold,Credit Card,Check0Out,BB,D,Corporate,Single Room,1,0,Agoda,550,10,200,5.500,5%,275,5.425,300,Refunded,2/6/2024,12/6/2024,"71,55",Kelly,Sales Executive,15,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Leslie Lewis,579045103893,LeslieLewis@xfinity.com,5,Gold,Cash,Check0Out,BB,D,Individual,Deluxe Room,2,0,Agoda,650,7,280,4.550,5%,228,4.603,300,Refunded,29/9/2024,6/10/2024,"71,55",Kelly,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Wendy Adkins,855040602365,Adkins_Wendy86@gmail.com,4,Platinum,Online Transfer,Check0Out,HB,D,Corporate,Deluxe Room,3,0,Direct,650,5,300,3.250,10%,325,3.225,300,Refunded,1/6/2024,6/6/2024,149,Amy,Sales Executive,20,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Brenda Rodgers,947040001398,Brenda.Rodgers@xfinity.com,5,Platinum,Credit Card,Check0Out,BB,G,Family,Royal Suite,3,2,Booking.com,1.800,11,1.100,19.800,10%,1.980,18.920,300,Refunded,22/3/2024,2/4/2024,163,Amy,Sales Executive,30,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Michael Griffin MD,321026600289,MMD@hotmail.com,4,Gold,Credit Card,Check0Out,BB,C,Corporate,Deluxe Room,3,0,Booking.com,650,16,960,10.400,5%,520,10.840,300,Refunded,2/5/2024,18/5/2024,"79,5",Kelly,Sales Executive,20,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Todd Cox,980021708754,Todd.Cox97@verizon.com,5,Platinum,Online Transfer,Check0Out,HB,A,Individual,Deluxe Room,2,0,Booking.com,650,15,600,9.750,10%,975,9.375,300,Refunded,4/10/2024,19/10/2024,105,Leo,Sales Manager,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Linda Anderson,161041207478,LindaAnderson@att.com,5,Platinum,Credit Card,Check0Out,BB,G,Individual,Deluxe Room,2,0,Agoda,650,8,320,5.200,10%,520,5.000,300,Refunded,3/5/2024,11/5/2024,123,Leo,Sales Manager,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Sharon Nelson,862043709998,Nelson_Sharon70@xfinity.com,5,Gold,Online Transfer,Check0Out,BB,A,Family,Deluxe Room,2,1,Agoda,650,15,900,9.750,5%,488,10.163,300,Refunded,5/12/2024,20/12/2024,"73,8",Amy,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Mario Bennett,584099409131,Mario_Bennett@hotmail.com,5,Gold,Credit Card,Check0Out,BB,D,Individual,Deluxe Room,2,0,Agoda,650,10,400,6.500,5%,325,6.575,300,Refunded,14/10/2024,24/10/2024,113,Leo,Sales Manager,20,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Kristin Campos,574070202890,Kristin.Campos48@att.com,5,Gold,Cash,Check0Out,FB,H,Corporate,Deluxe Room,3,0,Agoda,650,14,840,9.100,5%,455,9.485,300,Refunded,1/11/2024,15/11/2024,0,Amy,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Tamara Kennedy,770021807968,Kennedy.Tamara@comcast.net,5,N/A,Online Transfer,Check0Out,BB,E,Corporate,Single Room,1,0,Agoda,550,6,120,3.300,0%,0,3.420,300,Refunded,27/3/2024,2/4/2024,123,Kelly,Sales Executive,15,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Tiffany Phillips,780006700965,Tiffany.Phillips@outlook.com,5,Platinum,Cash,Check0Out,BB,C,Family,Single Room,1,2,Booking.com,550,14,840,7.700,10%,770,7.770,300,Refunded,30/8/2024,13/9/2024,"73,8",Amy,Sales Executive,15,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Larry Velasquez,939059208567,LarryVelasquez83@yahoo.com,5,Platinum,Credit Card,Check0Out,BB,A,Individual,Deluxe Room,2,0,Direct,650,9,360,5.850,10%,585,5.625,300,Refunded,13/9/2024,22/9/2024,"114,5",Leo,Sales Manager,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Troy Wolf,951020605844,Wolf.Troy22@gmail.com,4,N/A,Credit Card,Check0Out,BB,A,Individual,Deluxe Room,3,0,Direct,650,12,720,7.800,0%,0,8.520,300,Refunded,19/11/2024,1/12/2024,"73,8",Amy,Sales Executive,20,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Richard Jones,998091105071,Richard.J@att.com,5,Gold,Online Transfer,Check0Out,BB,C,Corporate,Deluxe Room,3,0,Booking.com,650,1,60,650,5%,33,678,300,Refunded,1/7/2024,2/7/2024,"73,8",Amy,Sales Executive,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Samantha Porter,355096005246,Porter.Samantha@protonmail.com,5,Platinum,Credit Card,Check0Out,BB,C,Family,Deluxe Room,3,1,Booking.com,650,10,800,6.500,10%,650,6.650,300,Refunded,30/7/2024,9/8/2024,"88,2",Leo,Sales Manager,20,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Michael Bass,994018902675,Bass_Michael@att.com,5,Gold,Credit Card,Check0Out,BB,D,Corporate,Single Room,1,0,Booking.com,550,10,200,5.500,5%,275,5.425,300,Refunded,16/11/2024,26/11/2024,97,Leo,Sales Manager,15,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Glen Chavez,702073704764,Chavez_Glen@xfinity.com,4,Platinum,Online Transfer,Check0Out,BB,C,Corporate,Deluxe Room,3,0,Direct,650,7,420,4.550,10%,455,4.515,300,Refunded,9/1/2024,16/1/2024,"85,1",Leo,Sales Manager,20,Very Good
"Lexis Suites, Penang",North,Penang,City Hotel,Rebecca Jones,140014208767,Jones_Rebecca@comcast.net,5,Platinum,Online Transfer,Check0Out,BB,A,Individual,Deluxe Room,2,0,Agoda,650,10,400,6.500,10%,650,6.250,300,Refunded,7/5/2024,17/5/2024,89,Leo,Sales Manager,20,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Dr. Michael Gallegos,864060904982,Gallegos_Dr.61@xfinity.com,5,Platinum,Credit Card,Check0Out,BB,D,Family,Deluxe Room,3,1,Booking.com,650,12,960,7.800,10%,780,7.980,300,Refunded,3/1/2024,15/1/2024,"80,1",Amy,Sales Executive,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Veronica Allen,171079408523,Veronica.A@comcast.net,4,N/A,Credit Card,Check0Out,BB,E,Corporate,Deluxe Room,3,0,Agoda,650,16,960,10.400,0%,0,11.360,300,Refunded,23/7/2024,8/8/2024,98,Kelly,Sales Executive,20,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Mike Anderson,582074303948,Anderson_Mike50@mail.com,4,Platinum,Online Transfer,Check0Out,BB,A,Individual,Single Room,2,0,Direct,550,16,640,8.800,10%,880,8.560,300,Refunded,6/3/2024,22/3/2024,101,Kelly,Sales Executive,15,Very Good
"Lexis Suites, Penang",North,Penang,City Hotel,James Foster,941041200617,Foster.James@att.com,5,Gold,Cash,Check0Out,BB,D,Individual,Deluxe Room,3,0,Booking.com,650,10,600,6.500,5%,325,6.775,300,Refunded,31/5/2024,10/6/2024,97,Leo,Sales Manager,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Brian Fisher,460014907682,Brian_Fisher86@comcast.net,2,Platinum,Credit Card,Check0Out,BB,G,Family,Royal Suite,4,2,Agoda,1.800,10,1.200,18.000,10%,1.800,17.400,300,Refunded,24/6/2024,4/7/2024,167,Leo,Sales Manager,30,Poor
"Lexis Suites, Penang",North,Penang,City Hotel,Elizabeth Wilson,957043200410,Elizabeth.W17@zoho.com,5,Platinum,Cash,Check0Out,HB,G,Corporate,Deluxe Room,3,0,Direct,650,3,180,1.950,10%,195,1.935,300,Refunded,11/7/2024,14/7/2024,225,Kelly,Sales Executive,20,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Joshua Graham,836092306657,Joshua.G42@gmail.com,5,Platinum,Credit Card,Check0Out,BB,E,Corporate,Deluxe Room,3,0,Agoda,650,11,660,7.150,10%,715,7.095,300,Refunded,30/9/2024,11/10/2024,97,Leo,Sales Manager,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Kevin Lee,606044307740,Kevin.Lee17@verizon.com,5,Gold,Online Transfer,Check0Out,BB,D,Individual,Single Room,2,0,Agoda,550,6,240,3.300,5%,165,3.375,300,Refunded,4/11/2024,10/11/2024,"87,3",Amy,Sales Executive,15,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Eric Pugh,908030905196,EricPugh@mail.com,5,Platinum,Credit Card,Check0Out,BB,D,Family,Single Room,1,2,Direct,550,9,540,4.950,10%,495,4.995,300,Refunded,25/3/2024,3/4/2024,"85,59",Amy,Sales Executive,15,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Kendra Kent,772066308044,KKent@comcast.net,4,Platinum,Online Transfer,Check0Out,BB,E,Corporate,Deluxe Room,3,0,Agoda,650,2,120,1.300,10%,130,1.290,300,Refunded,7/7/2024,9/7/2024,123,Leo,Sales Manager,20,Very Good
"Lexis Suites, Penang",North,Penang,City Hotel,Ashley Hall,544029405585,Hall_Ashley@zoho.com,4,Gold,Credit Card,Check0Out,BB,E,Corporate,Deluxe Room,3,0,Direct,650,8,480,5.200,5%,260,5.420,300,Refunded,12/1/2024,20/1/2024,107,Leo,Sales Manager,20,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Rodney Bailey,166004305989,RBailey@comcast.net,5,Gold,Credit Card,Check0Out,BB,H,Corporate,Deluxe Room,3,0,Agoda,650,12,720,7.800,5%,390,8.130,300,Refunded,29/2/2024,12/3/2024,163,Leo,Sales Manager,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Pamela West,253054406073,West_Pamela@zoho.com,5,Gold,Credit Card,Check0Out,BB,A,Family,Single Room,1,1,Direct,550,5,200,2.750,5%,138,2.813,300,Refunded,16/7/2024,21/7/2024,82,Leo,Sales Manager,15,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Patrick Curry,902094302896,PatrickCurry89@att.com,4,Platinum,Cash,Check0Out,BB,H,Corporate,Deluxe Room,3,0,Direct,650,16,960,10.400,10%,1.040,10.320,300,Forfeited,23/3/2024,8/4/2024,163,Leo,Sales Manager,20,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Stacey Chan,740072508190,Stacey.C@yandex.com,5,N/A,Online Transfer,Check0Out,HB,D,Family,Deluxe Room,2,2,Agoda,650,12,960,7.800,0%,0,8.760,300,Refunded,22/11/2024,4/12/2024,"105,5",Amy,Sales Executive,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Patricia Serrano,137076207073,Patricia_S@xfinity.com,5,Platinum,Cash,Check0Out,HB,C,Corporate,Deluxe Room,3,0,Agoda,650,15,900,9.750,10%,975,9.675,300,Refunded,27/8/2024,11/9/2024,"164,2",Bernice,Sales Executive,20,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,John Anderson,543020009275,Anderson_John67@yandex.com,5,Platinum,Cash,Check0Out,BB,F,Family,Single Room,1,2,Direct,550,8,480,4.400,10%,440,4.440,300,Refunded,14/8/2024,22/8/2024,"97,29",Leo,Sales Manager,15,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Dawn Adams,996091307836,Dawn.A68@protonmail.com,5,Gold,Credit Card,Check0Out,HB,A,Individual,Deluxe Room,2,0,Booking.com,650,3,120,1.950,5%,98,1.973,300,Refunded,31/5/2024,3/6/2024,114,Bernice,Sales Executive,20,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Molly Mclaughlin,884085904497,Molly.Mclaughlin23@xfinity.com,5,Platinum,Online Transfer,Check0Out,BB,E,Individual,Single Room,2,0,Booking.com,550,1,40,550,10%,55,535,300,Refunded,30/12/2024,31/12/2024,"98,4",Bernice,Sales Executive,15,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Amanda Fox,905002400862,Amanda_Fox@verizon.com,5,Platinum,Credit Card,Check0Out,BB,H,Individual,Deluxe Room,3,0,Booking.com,650,9,540,5.850,10%,585,5.805,300,Refunded,6/10/2024,15/10/2024,175,Bernice,Sales Executive,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Rose Gutierrez,549043701292,Rose_G65@outlook.com,5,Gold,Credit Card,Check0Out,BB,D,Family,Single Room,1,2,Agoda,550,14,840,7.700,5%,385,8.155,300,Refunded,2/3/2024,16/3/2024,"63,6",Bernice,Sales Executive,15,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Alexander Bass,378023800167,Bass_Alexander65@zoho.com,5,Platinum,Online Transfer,Check0Out,BB,C,Corporate,Deluxe Room,3,0,Direct,650,15,900,9.750,10%,975,9.675,300,Refunded,19/9/2024,4/10/2024,"124,45",Bernice,Sales Executive,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Leslie Wilson,954027105882,LeslieWilson@comcast.net,5,Platinum,Credit Card,Check0Out,BB,D,Corporate,Deluxe Room,3,0,Agoda,650,3,180,1.950,10%,195,1.935,300,Refunded,30/3/2024,2/4/2024,"110,7",Bernice,Sales Executive,20,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Emily Pennington,468098906508,EPennington@protonmail.com,5,N/A,Credit Card,Check0Out,HB,A,Individual,Deluxe Room,2,0,Direct,650,7,280,4.550,0%,0,4.830,300,Refunded,31/7/2024,7/8/2024,"74,07",Bernice,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Mary Mendez,939001601514,MaryMendez@protonmail.com,5,Gold,Online Transfer,Check0Out,HB,D,Family,Single Room,1,2,Agoda,550,4,240,2.200,5%,110,2.330,300,Refunded,20/3/2024,24/3/2024,"134,1",Leo,Sales Manager,15,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Rebecca Price,805082508710,Rebecca.Price@zoho.com,5,Platinum,Credit Card,Check0Out,BB,G,Corporate,Deluxe Room,3,0,Agoda,650,13,780,8.450,10%,845,8.385,300,Refunded,4/11/2024,17/11/2024,167,Bernice,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Diana Mcdowell DDS,552062405025,DDDS@comcast.net,5,Platinum,Credit Card,Check0Out,BB,C,Individual,Deluxe Room,2,0,Booking.com,650,12,480,7.800,10%,780,7.500,300,Refunded,4/11/2024,16/11/2024,123,Leo,Sales Manager,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Jennifer Terry,831032404638,Jennifer_Terry58@outlook.com,5,Platinum,Cash,Check0Out,BB,G,Family,Deluxe Room,2,2,Agoda,650,1,80,650,10%,65,665,300,Refunded,25/11/2024,26/11/2024,"117,81",Leo,Sales Manager,20,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Andrew Barnett,387001704651,Andrew.B@yahoo.com,5,Platinum,Cash,Check0Out,BB,D,Family,Single Room,1,1,Agoda,550,6,240,3.300,10%,330,3.210,300,Refunded,2/2/2024,8/2/2024,"171,32",Leo,Sales Manager,15,Excellent
